pid,parameter,optimal_x
2,[0.9819221759291802],"[0.7717242143904827, 0.5169763909853909, 0.20403157878704808, 0.3888116548153661, 3.031980901228653, 5.101913507437871]"
2,[1.0340274229347195],"[0.7717242169247185, 0.5169763907940402, 0.20403157683368697, 0.388811654801194, 3.0319808576120826, 5.101913564018391]"
2,[1.0577889982358966],"[0.7717242179975792, 0.5169763907130324, 0.20403157600673774, 0.3888116547951949, 3.0319808391471468, 5.101913587971574]"
2,[0.9540402101964519],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9086973839997118],"[0.7724891584159289, 0.5169171830079147, 0.20344194813902255, 0.38881159019216205, 3.0188285354283315, 5.119007453898984]"
2,[1.0425950016317442],"[0.7717242173171869, 0.5169763907644064, 0.2040315765311766, 0.38881165479899926, 3.0319808508573365, 5.10191357278082]"
2,[1.0992802088657632],"[0.7717242197597579, 0.5169763905799766, 0.20403157464846972, 0.38881165478534135, 3.0319808088184024, 5.101913627314791]"
2,[0.9328663407275456],"[0.7717242117459167, 0.5169763911850721, 0.20403158082545045, 0.388811654830156, 3.0319809467441092, 5.1019134483940665]"
2,[1.0227017802282399],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0339320865697053],"[0.7717242169202998, 0.516976390794374, 0.20403157683709283, 0.38881165480121854, 3.0319808576881337, 5.1019135639197355]"
2,[0.9083804559037424],"[0.7724891584411718, 0.5169171830059429, 0.20344194811954439, 0.3888115901921564, 3.0188285349947375, 5.119007454463605]"
2,[0.9136003676974337],"[0.7717242106296491, 0.5169763912693573, 0.20403158168585717, 0.3888116548363991, 3.031980965956119, 5.101913423471761]"
2,[1.018469143429244],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0209514499120045],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9125769375844355],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0781983056765836],"[0.7717242188813352, 0.5169763906463031, 0.20403157532554825, 0.3888116547902532, 3.0319808239368777, 5.101913607702722]"
2,[1.026749015142729],"[0.7717242165861574, 0.5169763908196038, 0.2040315770946461, 0.38881165480308705, 3.0319808634390366, 5.101913556459518]"
2,[1.0222699978193066],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.959811582228049],"[0.7717242132319753, 0.5169763910728654, 0.20403157968001281, 0.3888116548218449, 3.03198092116765, 5.101913481572499]"
2,[0.9333842797865711],"[0.7717242117753305, 0.5169763911828512, 0.2040315808027785, 0.3888116548299916, 3.031980946237871, 5.101913449050773]"
2,[1.018209879935547],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9263506269316554],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.911801826800488],"[0.7724891581695513, 0.5169171830271596, 0.20344194832913368, 0.3888115901922175, 3.0188285396603267, 5.119007448388133]"
2,[0.9484615379620507],"[0.7717242126162854, 0.5169763911193538, 0.20403158015457978, 0.38881165482528823, 3.031980931764248, 5.101913467826323]"
2,[1.0134064602560755],"[0.7717242159528795, 0.5169763908674202, 0.20403157758276974, 0.3888116548066283, 3.0319808743383407, 5.1019135423206645]"
2,[1.0991262058221718],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.099881421221365],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0217973972692003],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0439975568600388],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9168365664421481],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.955465712447997],"[0.7717242129979789, 0.5169763910905336, 0.20403157986037468, 0.3888116548231536, 3.0319809251949463, 5.101913476348187]"
2,[0.9827655008146338],"[0.7717242144336429, 0.5169763909821321, 0.20403157875378058, 0.3888116548151245, 3.0319809004858245, 5.101913508401487]"
2,[1.0169913759373228],"[0.7717242161246725, 0.5169763908544488, 0.20403157745035364, 0.3888116548056677, 3.0319808713816254, 5.101913546156191]"
2,[1.058008573142271],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9119785764277915],"[0.7724891581555833, 0.5169171830282505, 0.20344194833991192, 0.38881159019222067, 3.018828539900252, 5.119007448075704]"
2,[0.9393608002179457],"[0.771724212111901, 0.5169763911574381, 0.20403158054335363, 0.3888116548281091, 3.0319809404451767, 5.101913456565203]"
2,[1.0589930020644913],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9291167212216146],"[0.7717242115323015, 0.5169763912012013, 0.20403158099010263, 0.3888116548313508, 3.0319809504206265, 5.101913443624796]"
2,[0.9856679536083248],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.010972514813134],"[0.7717242158356391, 0.5169763908762725, 0.20403157767313737, 0.3888116548072844, 3.0319808763561586, 5.1019135397031015]"
2,[0.9482577142137448],"[0.7717242126051056, 0.5169763911201981, 0.20403158016319708, 0.3888116548253506, 3.031980931956664, 5.101913467576717]"
2,[1.0817189379780443],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.017392454160654],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0431294902597772],"[0.7717242173414932, 0.5169763907625711, 0.20403157651244144, 0.3888116547988634, 3.0319808504390022, 5.101913573323494]"
2,[1.0375786809386123],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0353270084005783],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9305592605495843],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9657427674503769],"[0.7717242135479552, 0.516976391049007, 0.2040315794364589, 0.3888116548200778, 3.0319809157293385, 5.101913488627214]"
2,[1.0376410720773672],"[0.7717242170910836, 0.5169763907814784, 0.20403157670545455, 0.388811654800264, 3.031980854748782, 5.101913567732737]"
2,[0.9315172631656237],"[0.7717242116692369, 0.5169763911908619, 0.20403158088455448, 0.38881165483058483, 3.0319809480638393, 5.101913446682079]"
2,[0.9490892214489456],"[0.7717242126506872, 0.5169763911167564, 0.20403158012806322, 0.38881165482509555, 3.0319809311721606, 5.101913468594394]"
2,[1.093749577914983],"[0.7717242195325744, 0.5169763905971305, 0.20403157482358028, 0.3888116547866116, 3.031980812728441, 5.10191362224259]"
2,[0.9163233324190322],"[0.7717242107902494, 0.516976391257231, 0.2040315815620681, 0.38881165483550073, 3.031980963192039, 5.101913427057396]"
2,[0.9863557179075348],"[0.7717242146165123, 0.5169763909683244, 0.2040315786128269, 0.38881165481410174, 3.031980897338472, 5.1019135124843125]"
2,[1.0425760491403262],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0929632242252505],"[0.7717242195000389, 0.5169763905995871, 0.2040315748486583, 0.3888116547867935, 3.03198081328841, 5.101913621516184]"
2,[0.9192421978697294],"[0.7717242109614324, 0.5169763912443056, 0.2040315814301223, 0.38881165483454366, 3.0319809602458196, 5.101913430879306]"
2,[1.0857208306947568],"[0.7717242191986476, 0.5169763906223441, 0.20403157508096736, 0.3888116547884787, 3.031980818475634, 5.101913614787185]"
2,[0.9394845355150452],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0802833368038378],"[0.7717242189697073, 0.5169763906396306, 0.20403157525743204, 0.3888116547897588, 3.0319808224159104, 5.1019136096757585]"
2,[0.9356797495926092],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0163422389090846],"[0.77172421609371, 0.5169763908567865, 0.20403157747421916, 0.3888116548058413, 3.0319808719145165, 5.101913545464911]"
2,[1.0192095016084595],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0445472305764827],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0456086342532982],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0546010467258193],"[0.7717242178564356, 0.5169763907236896, 0.20403157611552963, 0.3888116547959839, 3.031980841576358, 5.10191358482034]"
2,[1.0781980839215046],"[0.7717242188813048, 0.5169763906463056, 0.20403157532557156, 0.3888116547902531, 3.0319808239374058, 5.101913607702036]"
2,[0.9490575109431406],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9808949030388967],"[0.7717242143377923, 0.5169763909893695, 0.20403157882766124, 0.3888116548156605, 3.031980902135506, 5.101913506261477]"
2,[0.989569477181696],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0982002456574365],"[0.7717242197155371, 0.5169763905833156, 0.2040315746825546, 0.38881165478558843, 3.0319808095794833, 5.101913626327499]"
2,[1.0908455726822348],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9060298462631866],"[0.7724891586289758, 0.5169171829912734, 0.20344194797463008, 0.3888115901921141, 3.018828531768854, 5.119007458664312]"
2,[0.9858433651371687],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9630738523942206],"[0.7717242134062915, 0.5169763910597034, 0.2040315795456518, 0.3888116548208704, 3.0319809181675037, 5.101913485464364]"
2,[0.9087932146701888],"[0.7724891584083035, 0.5169171830085104, 0.2034419481449065, 0.38881159019216366, 3.018828535559315, 5.11900745372842]"
2,[1.0744228756890968],"[0.7717242187203638, 0.5169763906584574, 0.2040315754496234, 0.38881165479115337, 3.031980826707348, 5.101913604108797]"
2,[0.9081729933987239],"[0.7724891584577116, 0.516917183004651, 0.20344194810678193, 0.38881159019215267, 3.018828534710636, 5.119007454833559]"
2,[1.0993396068115608],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0213434731621265],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.957179138213784],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0583885611324502],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9804970458131838],"[0.7717242143173817, 0.5169763909909103, 0.20403157884339349, 0.3888116548157747, 3.0319809024867888, 5.101913505805786]"
2,[1.0204939862672917],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9302060844431893],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9002991483051938],"[0.7724891590909081, 0.5169171829551914, 0.20344194761819157, 0.38881159019200995, 3.018828523834304, 5.119007468996585]"
2,[1.0358334623066088],"[0.771724217008039, 0.5169763907877489, 0.20403157676946448, 0.3888116548007283, 3.0319808561780586, 5.101913565878643]"
2,[0.9354455722945583],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0826230899160416],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.06062358704469],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9532016002526985],"[0.7717242128751731, 0.5169763910998064, 0.20403157995503196, 0.3888116548238401, 3.0319809273085516, 5.101913473606365]"
2,[1.0435248101125394],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9370102159584299],"[0.7717242119800192, 0.516976391167396, 0.2040315806450068, 0.3888116548288466, 3.0319809427149873, 5.101913453620746]"
2,[0.9040488606437223],"[0.7724891587879951, 0.5169171829788523, 0.20344194785192687, 0.3888115901920783, 3.0188285290374006, 5.119007462221176]"
2,[1.016037909033863],"[0.7717242160791847, 0.5169763908578833, 0.20403157748541506, 0.3888116548059225, 3.03198087216451, 5.101913545140614]"
2,[1.0841820071959567],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.012181229323079],"[0.7717242158939333, 0.516976390871871, 0.20403157762820479, 0.3888116548069581, 3.031980875352861, 5.101913541004604]"
2,[0.981663838986514],"[0.7717242143772168, 0.5169763909863927, 0.2040315787972731, 0.38881165481543983, 3.031980901456971, 5.101913507141691]"
2,[1.0686013537902384],"[0.771724218470001, 0.5169763906773616, 0.20403157564260016, 0.3888116547925532, 3.0319808310163228, 5.101913598519085]"
2,[1.0432230190774534],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.969325360449344],"[0.7717242137369345, 0.5169763910347379, 0.20403157929079574, 0.38881165481902075, 3.031980912476828, 5.101913492846452]"
2,[0.9065392153923781],"[0.7724891585881979, 0.5169171829944587, 0.20344194800609533, 0.3888115901921231, 3.0188285324692896, 5.119007457752212]"
2,[1.0721358340023246],"[0.771724218622279, 0.5169763906658634, 0.20403157552522605, 0.38881165479170143, 3.0319808283954766, 5.101913601918914]"
2,[0.9357498264836281],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9292544535378647],"[0.7717242115401525, 0.5169763912006087, 0.2040315809840512, 0.3888116548313067, 3.0319809502855035, 5.101913443800081]"
2,[0.9663473974829289],"[0.7717242135799383, 0.516976391046592, 0.2040315794118067, 0.38881165481989893, 3.0319809151788797, 5.101913489341284]"
2,[1.0478400809463992],"[0.7717242175543068, 0.5169763907465021, 0.20403157634840727, 0.3888116547976736, 3.0319808467762788, 5.101913578074871]"
2,[1.0251150074420843],"[0.7717242165095046, 0.5169763908253914, 0.20403157715372913, 0.38881165480351587, 3.0319808647583026, 5.101913554748134]"
2,[0.920817164058822],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0721396319963743],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0468266326282942],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9073368264567333],"[0.7724891585244347, 0.5169171829994391, 0.20344194805529667, 0.3888115901921377, 3.018828533564542, 5.119007456325988]"
2,[0.924272788410916],"[0.7717242112537243, 0.5169763912222357, 0.20403158120482695, 0.3888116548329086, 3.0319809552152006, 5.101913437405155]"
2,[1.0143031619664968],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0391711141109217],"[0.7717242171611264, 0.5169763907761898, 0.20403157665146635, 0.38881165479987206, 3.031980853543283, 5.101913569296542]"
2,[0.9420247329212585],"[0.7717242122605353, 0.5169763911462153, 0.20403158042878802, 0.3888116548272778, 3.03198093788704, 5.101913459883683]"
2,[1.0119466739934255],"[0.7717242158826146, 0.5169763908727257, 0.20403157763692914, 0.3888116548070213, 3.0319808755476667, 5.101913540751897]"
2,[1.0936832715972944],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.021399219853123],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0441881473191108],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0529744319864773],"[0.7717242177841291, 0.5169763907291492, 0.20403157617126255, 0.3888116547963883, 3.031980842820823, 5.101913583205989]"
2,[1.0381257739592464],"[0.771724217113261, 0.5169763907798042, 0.20403157668836036, 0.38881165480013946, 3.0319808543670894, 5.101913568227879]"
2,[1.0490412940481635],"[0.7717242176082554, 0.5169763907424287, 0.20403157630682411, 0.3888116547973717, 3.031980845847774, 5.10191357927935]"
2,[0.9479633893285888],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9873501455516849],"[0.7717242146669532, 0.5169763909645156, 0.2040315785739476, 0.3888116548138198, 3.0319808964703387, 5.1019135136104765]"
2,[0.9307426486368501],"[0.7717242116251699, 0.5169763911941891, 0.2040315809185206, 0.38881165483083147, 3.0319809488222735, 5.101913445698221]"
2,[1.035553186307938],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9627402075071182],"[0.7717242133884803, 0.5169763910610483, 0.20403157955938045, 0.3888116548209697, 3.0319809184740505, 5.101913485066704]"
2,[0.9486020887934884],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0708844163642737],"[0.7717242185685017, 0.516976390669924, 0.20403157556667684, 0.3888116547920025, 3.031980829321035, 5.101913600718256]"
2,[0.968488052532652],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9613037909461504],"[0.7717242133118107, 0.5169763910668375, 0.2040315796184765, 0.3888116548213983, 3.0319809197936074, 5.101913483354941]"
2,[0.9761281022393283],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0663297624195693],"[0.7717242183714741, 0.5169763906848011, 0.20403157571854366, 0.38881165479310387, 3.031980832712065, 5.101913596319325]"
2,[1.0864283324163027],"[0.7717242192283187, 0.5169763906201037, 0.20403157505809721, 0.3888116547883128, 3.0319808179649708, 5.101913615449631]"
2,[0.9164527119027239],"[0.7717242107979067, 0.5169763912566526, 0.20403158155616616, 0.3888116548354585, 3.0319809630602466, 5.101913427228361]"
2,[0.9147192659721439],"[0.7717242106958098, 0.5169763912643617, 0.2040315816348612, 0.38881165483602914, 3.0319809648174325, 5.101913424948894]"
2,[0.9808725668014557],"[0.7717242143366723, 0.5169763909894539, 0.20403157882852452, 0.3888116548156669, 3.03198090215478, 5.1019135062364755]"
2,[0.9428111596216581],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0673788606307657],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9043607823081333],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9719105012406438],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0414351276610925],"[0.771724217264451, 0.5169763907683882, 0.20403157657182494, 0.3888116547992942, 3.031980851764968, 5.101913571603418]"
2,[1.0377779920101253],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0568327428625972],"[0.7717242179552737, 0.5169763907162268, 0.20403157603934635, 0.38881165479543106, 3.0319808398752635, 5.101913587027044]"
2,[0.9690842676855088],"[0.7717242137242291, 0.5169763910356973, 0.2040315793005889, 0.3888116548190917, 3.031980912695502, 5.101913492562783]"
2,[0.9529590057380023],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9895561618030404],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9690110720784082],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.092195613215981],"[0.7717242194682923, 0.516976390601984, 0.20403157487312823, 0.3888116547869711, 3.0319808138347972, 5.101913620807395]"
2,[1.0809363444433315],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9473339250771338],"[0.7717242125542932, 0.5169763911240348, 0.20403158020236267, 0.3888116548256348, 3.0319809328311926, 5.101913466442256]"
2,[0.9615954078501624],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[0.9163448394187402],"[0.771724210791553, 0.5169763912571325, 0.2040315815610635, 0.3888116548354937, 3.031980963169601, 5.101913427086504]"
2,[0.9003044412251774],"[0.7724891590904736, 0.5169171829552253, 0.20344194761852688, 0.3888115901920101, 3.018828523841767, 5.119007468986867]"
2,[0.920882815944015],"[0.7715551832493551, 0.5169885320232369, 0.20416208607570863, 0.3888123029864747, 3.0348831285232847, 5.0981503810313065]"
2,[1.0370023944781757],"[0.7717242170617544, 0.5169763907836931, 0.2040315767280611, 0.38881165480042784, 3.0319808552535648, 5.101913567077921]"
2,[1.0680979132259325],"[0.7717242184481474, 0.5169763906790117, 0.20403157565944466, 0.38881165479267527, 3.0319808313924455, 5.101913598031169]"
